code,description,num_frames,stride,final_image_size,downscale_first,N,T,tau,L,R,discard_left,discard_right,sampled_indices_0based,sampled_indices_1based
C01,Celeb-DF v2 fine-tuning ulang menggunakan hyperparameter terbaik dari ablation study,16,3,224,,46,16,3,46,0,0,0,"[0, 3, 6, 9, 12, 15, 18, 21, 24, 27, 30, 33, 36, 39, 42, 45]","[1, 4, 7, 10, 13, 16, 19, 22, 25, 28, 31, 34, 37, 40, 43, 46]"
